title,university,date,authors,journal,citations,theme,topic_id,topic_probability
"Covid-19 and Women’s Triple Burden: Vignettes from Sri Lanka, Malaysia, Vietnam and Australia",Flinders University,2020-05-21,Helen McLaren; Karen Rosalind Wong; Kieu Nga Nguyen; Komalee Nadeeka Damayanthi Mahamadachchi,Social Sciences,298,Autonomous_Systems,10,0.5449252735573032
Engage for Equity: A Long-Term Study of Community-Based Participatory Research and Community-Engaged Research Practices and Outcomes,University of Waikato,2020-05-21,Nina Wallerstein; John Oetzel; Shannon Sanchez‐Youngman; Blake Boursaw; Elizabeth Dickson,Health Education & Behavior,295,Autonomous_Systems,-1,0.154988907700404
The potential for COVID‐19 to contribute to compassion fatigue in critical care nurses,University of New England,2020-04-28,Jalal Alharbi; Debra Jackson; Kim Usher,Journal of Clinical Nursing,290,Autonomous_Systems,10,0.6006748831156626
"Artificial intelligence and fintech: An overview of opportunities and risks for banking, investments, and microfinance",Torrens University Australia,2021-05-01,Arvind Ashta; Heinz Herrmann,Strategic Change,281,Autonomous_Systems,-1,0.1429025076972897
Wearable Biosensors: An Alternative and Practical Approach in Healthcare and Disease Monitoring,Monash University,2021-02-01,Atul Sharma; Mihaela Badea; Swapnil Tiwari; Jean‐Louis Marty,Molecules,278,Autonomous_Systems,1,0.2147121571006222
Human Capital 4.0: a workforce competence typology for Industry 4.0,University of Auckland,2020-04-07,Emmanuel Flores; Xun Xu; Yuqian Lu,Journal of Manufacturing Technology Management,257,Autonomous_Systems,-1,0.3121664693508373
Potential lessons from the Taiwan and New Zealand health responses to the COVID-19 pandemic,University of Otago,2020-10-21,Jennifer Summers; Hao‐Yuan Cheng; Hsien-Ho Lin; Lucy Telfar-Barnard; Amanda Kvalsvig,The Lancet Regional Health - Western Pacific,255,Autonomous_Systems,10,1.0
Augmented reality in medical education: students’ experiences and learning outcomes,Deakin University,2021-01-01,Poshmaal Dhar; Tetyana Rocks; Rasika M. Samarasinghe; Garth Stephenson; Craig M. Smith,Medical Education Online,240,Autonomous_Systems,4,0.16024755377944755
The PRISMA 2020 statement: an updated guideline for reporting systematic reviews,Monash University,2021-03-29,Matthew J. Page; Joanne E. McKenzie; Patrick M. Bossuyt; Isabelle Boutron; Tammy Hoffmann,BMJ,59079,Cybersecurity,11,1.0
The PRISMA 2020 statement: an updated guideline for reporting systematic reviews,Monash University,2021-03-29,Matthew J. Page; Joanne E. McKenzie; Patrick M. Bossuyt; Isabelle Boutron; Tammy Hoffmann,Systematic Reviews,11122,Cybersecurity,11,1.0
The PRISMA 2020 statement: An updated guideline for reporting systematic reviews,Monash University,2021-03-28,Matthew J. Page; Joanne E. McKenzie; Patrick M. Bossuyt; Isabelle Boutron; Tammy Hoffmann,International Journal of Surgery,9405,Cybersecurity,11,1.0
World Health Organization 2020 guidelines on physical activity and sedentary behaviour,University of Southern Queensland,2020-11-25,Fiona Bull; Salih S Al-Ansari; Stuart Biddle; Katja Borodulin; Matthew P. Buman,British Journal of Sports Medicine,8010,Cybersecurity,12,1.0
The PRISMA 2020 statement: an updated guideline for reporting systematic reviews,Monash University,2020-09-14,Matthew J. Page; Joanne E. McKenzie; Patrick M. Bossuyt; Isabelle Boutron; Tammy Hoffmann,,4980,Cybersecurity,11,1.0
Updated methodological guidance for the conduct of scoping reviews,University of South Australia,2020-09-22,Micah D.J. Peters; Casey Marnie; Andrea C. Tricco; Danielle Pollock; Zachary Munn,JBI Evidence Synthesis,4295,Cybersecurity,11,1.0
"<i>CrystalExplorer</i>: a program for Hirshfeld surface analysis, visualization and quantitative analysis of molecular crystals",Curtin University,2021-04-27,Peter R. Spackman; Michael J. Turner; Joshua J. McKinnon; Stephen K. Wolff; Daniel J. Grimwood,Journal of Applied Crystallography,3458,Cybersecurity,2,0.12683539852162432
The PRISMA 2020 statement: An updated guideline for reporting systematic reviews,Monash University,2021-03-29,Matthew J. Page; Joanne E. McKenzie; Patrick M. Bossuyt; Isabelle Boutron; Tammy Hoffmann,Journal of Clinical Epidemiology,3432,Cybersecurity,11,1.0
Synthesis without meta-analysis (SWiM) in systematic reviews: reporting guideline,Monash University,2020-01-16,Mhairi Campbell; Joanne E. McKenzie; Amanda Sowden; Srinivasa Vittal Katikireddi; Sue Brennan,BMJ,2853,Cybersecurity,11,1.0
Defining Training and Performance Caliber: A Participant Classification Framework,Australian Catholic University,2021-12-29,Alannah K. A. McKay; Trent Stellingwerff; Ella S. Smith; David T. Martin; Iñigo Mujika,International Journal of Sports Physiology and Performance,1758,Cybersecurity,12,1.0
COVID-19: 20 countries’ higher education intra-period digital pedagogy responses,University of Tasmania,2020-04-01,Joseph Crawford; Kerryn Butler‐Henderson; Jürgen Rudolph; Bashar H. Malkawi; Matt Glowatz,Journal of Applied Learning & Teaching,1725,Cybersecurity,4,1.0
The Global Macroeconomic Impacts of COVID-19: Seven Scenarios,Australian National University,2020-01-01,Warwick J. McKibbin; Roshen Fernando,SSRN Electronic Journal,1336,Cybersecurity,10,0.26443356322894096
The Lancet Global Health Commission on Global Eye Health: vision beyond 2020,University of Auckland,2021-02-17,Matthew J. Burton; Jacqueline Ramke; Ana Patrícia Marques; Rupert Bourne; Nathan Congdon,The Lancet Global Health,1105,Cybersecurity,12,1.0
"Pandemics, transformations and tourism: be careful what you wish for",University of Canterbury,2020-04-28,C. Michael Hall; Daniel Scott; Stefan Gößling,Tourism Geographies,1060,Cybersecurity,-1,0.21354155915629466
Software for the frontiers of quantum chemistry: An overview of developments in the Q-Chem 5 package,Australian National University,2021-08-23,Evgeny Epifanovsky; Andrew T. B. Gilbert; Xintian Feng; Joonho Lee; Yuezhi Mao,The Journal of Chemical Physics,1045,Cybersecurity,2,0.13250558878151236
Research co-design in health: a rapid overview of reviews,Monash University,2020-02-11,Peter Slattery; Alexander K. Saeri; Peter Bragge,Health Research Policy and Systems,904,Cybersecurity,11,0.6082047785733979
Declaración PRISMA 2020: una guía actualizada para la publicación de revisiones sistemáticas,Monash University,2021-08-23,Matthew J. Page; Joanne E. McKenzie; Patrick M. Bossuyt; Isabelle Boutron; Tammy Hoffmann,Revista Española de Cardiología (English Edition),892,Cybersecurity,11,1.0
"A meta-analysis of self-determination theory-informed intervention studies in the health domain: effects on motivation, health behavior, physical, and psychological health",Curtin University,2020-01-27,Nikos Ntoumanis; Johan Y. Y. Ng; Andrew Prestwich; Eleanor Quested; Jennie E. Hancox,Health Psychology Review,835,Cybersecurity,-1,0.3378774748517575
Practical Guidelines on the prevention and management of diabetic foot disease (IWGDF 2019 update),Queensland University of Technology,2020-03-01,Nicolaas C. Schaper; Jaap J. van Netten; Jan Apelqvist; Sicco A. Bus; Robert J. Hinchliffe,Diabetes/Metabolism Research and Reviews,816,Cybersecurity,12,1.0
The CARE Principles for Indigenous Data Governance,Australian National University,2020-01-01,Stephanie Russo Carroll; Ibrahim Garba; Óscar Luis Figueroa Rodríguez; Jarita Holbrook; Raymond Lovett,Data Science Journal,815,Cybersecurity,-1,0.0549507234626517
Socialising tourism for social and ecological justice after COVID-19,University of South Australia,2020-04-23,Freya Higgins‐Desbiolles,Tourism Geographies,804,Cybersecurity,-1,0.21281015785546034
P<scp>SI4</scp> 1.4: Open-source software for high-throughput quantum chemistry,Curtin University,2020-05-13,Daniel G. A. Smith; Lori A. Burns; Andrew C. Simmonett; Robert M. Parrish; Matthew Cole Schieber,The Journal of Chemical Physics,804,Cybersecurity,2,0.13941965724344269
Preventing problematic internet use during the COVID-19 pandemic: Consensus guidance,Flinders University,2020-05-12,Orsolya Király; Marc N. Potenza; Dan J. Stein; Daniel L. King; David C. Hodgins,Comprehensive Psychiatry,779,Cybersecurity,10,0.46258718831802426
The contagion effects of the COVID-19 pandemic: Evidence from gold and cryptocurrencies,University of Waikato,2020-05-14,Shaen Corbet; Charles Larkin; Brian M. Lucey,Finance research letters,768,Cybersecurity,10,0.2392330206556849
Effects of COVID-19 on hotel marketing and management: a perspective article,Edith Cowan University,2020-06-23,Yangyang Jiang; Jun Wen,International Journal of Contemporary Hospitality Management,765,Cybersecurity,-1,0.31615322337475715
"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being.",University of Auckland,2020-06-04,Chris G. Sibley; Lara Greaves; Nicole Satherley; Marc Wilson; Nickola C. Overall,American Psychologist,763,Cybersecurity,10,1.0
The Global Macroeconomic Impacts of COVID-19: Seven Scenarios,Australian National University,2020-08-21,Warwick J. McKibbin; Roshen Fernando,Asian Economic Papers,695,Cybersecurity,10,0.2698949786198358
"NWChem: Past, present, and future",Australian National University,2020-05-11,Edoardo Aprà; Eric J. Bylaska; Wibe A. de Jong; Niranjan Govind; Karol Kowalski,The Journal of Chemical Physics,669,Cybersecurity,2,0.1238950739192494
Covid‐19: Supporting nurses' psychological and mental health,University of Technology Sydney,2020-04-22,Jill Maben; Jackie Bridges,Journal of Clinical Nursing,664,Cybersecurity,10,0.3899160440091057
Ethical principles for artificial intelligence in education,Victoria University of Wellington,2022-10-13,Andy Nguyen; Ha Ngan Ngo; Yvonne Hong; Belle Dang; Bich-Phuong Thi Nguyen,Education and Information Technologies,637,Cybersecurity,4,1.0
An Overview of Signal Processing Techniques for Joint Communication and Radar Sensing,University of Technology Sydney,2021-09-16,J. Andrew Zhang; Fan Liu; Christos Masouros; Robert W. Heath; Zhiyong Feng,IEEE Journal of Selected Topics in Signal Processing,621,Cybersecurity,1,0.4678365997705819
"Future of industry 5.0 in society: human-centric solutions, challenges and prospective research areas",Auckland University of Technology,2022-09-08,Amr Adel,Journal of Cloud Computing Advances Systems and Applications,586,Cybersecurity,-1,0.26447568361530743
"Effectiveness of physical activity interventions for improving depression, anxiety and distress: an overview of systematic reviews",University of South Australia,2023-02-16,Ben Singh; Tim Olds; Rachel Curtis; Dorothea Dumuid; Rosa Virgara,British Journal of Sports Medicine,582,Cybersecurity,10,0.4430282144468377
A comprehensive guide to the physics and usage of PYTHIA 8.3,Monash University,2022-11-10,Christian Bierlich; Smita Chakraborty; Nishita Desai; Leif Gellersen; Ilkka Helenius,SciPost Physics Codebases,576,Cybersecurity,2,0.21686881856659193
"Root traits as drivers of plant and ecosystem functioning: current understanding, pitfalls and future research needs",Macquarie University,2020-11-07,Grégoire T. Freschet; Catherine Roumet; Louise H. Comas; Monique Weemstra; A. Glyn Bengough,New Phytologist,536,Cybersecurity,5,1.0
CAFE 5 models variation in evolutionary rates among gene families,University of Auckland,2020-11-30,Fábio K. Mendes; Dan Vanderpool; Ben Fulton; Matthew W. Hahn,Bioinformatics,530,Cybersecurity,6,1.0
"Mastering digital transformation: The nexus between leadership, agility, and digital strategy",Deakin University,2022-03-21,Bader K. AlNuaimi; Sanjay Kumar Singh; Shuang Ren; Pawan Budhwar; Dmitriy Vorobyev,Journal of Business Research,514,Cybersecurity,-1,0.3088496297677283
What factors contribute to the acceptance of artificial intelligence? A systematic review,Queensland University of Technology,2022-12-14,Sage Kelly; Sherrie-Anne Kaye; Óscar Oviedo-Trespalacios,Telematics and Informatics,512,Cybersecurity,13,1.0
A systematic scoping review of sustainable tourism indicators in relation to the sustainable development goals,University of Canterbury,2020-06-24,S. Mostafa Rasoolimanesh; Sundari Ramakrishna; C. Michael Hall; Kourosh Esfandiar; Siamak Seyfi,Journal of Sustainable Tourism,508,Cybersecurity,-1,0.24627119887226293
"Autonomy-supportive teaching: Its malleability, benefits, and potential to improve educational practice",Australian Catholic University,2021-01-02,Johnmarshall Reeve; Sung Hyeon Cheon,Educational Psychologist,499,Cybersecurity,4,0.263953381071381
Underestimating the Challenges of Avoiding a Ghastly Future,Flinders University,2021-01-13,Corey J. A. Bradshaw; Paul R. Ehrlich; Andrew J. Beattie; Gerardo Ceballos; Eileen Crist,Frontiers in Conservation Science,495,Cybersecurity,9,1.0
Patient‐reported outcome measures (PROMs): A review of generic and condition‐specific measures and a discussion of trends and issues,Macquarie University,2021-05-05,Kate Churruca; Chiara Pomare; Louise A. Ellis; Janet C. Long; Suzanna B. Henderson,Health Expectations,489,Cybersecurity,11,0.22557665909896038
Human Rights and Social Work: Towards Rights-Based Practice,Curtin University,2024-12-03,Jim Ife; Karen Soldatić; Linda Briskman,,486,Cybersecurity,7,0.12760729750744232
Life in the pandemic: Some reflections on nursing in the context of COVID‐19,University of Technology Sydney,2020-03-25,Debra Jackson; Caroline Bradbury‐Jones; Diana Baptiste; Leslie Gelling; Karen H. Morin,Journal of Clinical Nursing,485,Cybersecurity,10,1.0
Methodological Considerations for Studies in Sport and Exercise Science with Women as Participants: A Working Guide for Standards of Practice for Research on Women,Griffith University,2021-03-16,Kirsty J. Elliott‐Sale; Clare Minahan; Xanne Janse de Jonge; Kathryn E. Ackerman; Sarianna Sipilä,Sports Medicine,478,Cybersecurity,12,1.0
Planning experiments: Updated guidance on experimental design and analysis and their reporting III,La Trobe University,2022-06-07,Michael J. Curtis; S P H Alexander; Giuseppe Cirino; Christopher H. George; David A. Kendall,British Journal of Pharmacology,468,Cybersecurity,-1,0.0964160445488669
"A starting guide to root ecology: strengthening ecological concepts and standardising root classification, sampling, processing and trait measurements",Macquarie University,2021-10-05,Grégoire T. Freschet; Loïc Pagès; Colleen M. Iversen; Louise H. Comas; Boris Rewald,New Phytologist,463,Cybersecurity,5,1.0
A production recovery plan in manufacturing supply chains for a high-demand item during COVID-19,University of Technology Sydney,2020-06-19,Sanjoy Kumar Paul; Priyabrata Chowdhury,International Journal of Physical Distribution & Logistics Management,437,Cybersecurity,-1,0.1258657420962198
