title,university,date,authors,journal,citations,theme
Research co-design in health: a rapid overview of reviews,Monash University,2020-02-11,Peter Slattery; Alexander K. Saeri; Peter Bragge,Health Research Policy and Systems,904,Cybersecurity
Declaración PRISMA 2020: una guía actualizada para la publicación de revisiones sistemáticas,Monash University,2021-08-23,Matthew J. Page; Joanne E. McKenzie; Patrick M. Bossuyt; Isabelle Boutron; Tammy Hoffmann,Revista Española de Cardiología (English Edition),892,Cybersecurity
"A meta-analysis of self-determination theory-informed intervention studies in the health domain: effects on motivation, health behavior, physical, and psychological health",Curtin University,2020-01-27,Nikos Ntoumanis; Johan Y. Y. Ng; Andrew Prestwich; Eleanor Quested; Jennie E. Hancox,Health Psychology Review,835,Cybersecurity
Practical Guidelines on the prevention and management of diabetic foot disease (IWGDF 2019 update),Queensland University of Technology,2020-03-01,Nicolaas C. Schaper; Jaap J. van Netten; Jan Apelqvist; Sicco A. Bus; Robert J. Hinchliffe,Diabetes/Metabolism Research and Reviews,816,Cybersecurity
The CARE Principles for Indigenous Data Governance,Australian National University,2020-01-01,Stephanie Russo Carroll; Ibrahim Garba; Óscar Luis Figueroa Rodríguez; Jarita Holbrook; Raymond Lovett,Data Science Journal,815,Cybersecurity
Socialising tourism for social and ecological justice after COVID-19,University of South Australia,2020-04-23,Freya Higgins‐Desbiolles,Tourism Geographies,804,Cybersecurity
P<scp>SI4</scp> 1.4: Open-source software for high-throughput quantum chemistry,Curtin University,2020-05-13,Daniel G. A. Smith; Lori A. Burns; Andrew C. Simmonett; Robert M. Parrish; Matthew Cole Schieber,The Journal of Chemical Physics,804,Cybersecurity
Preventing problematic internet use during the COVID-19 pandemic: Consensus guidance,Flinders University,2020-05-12,Orsolya Király; Marc N. Potenza; Dan J. Stein; Daniel L. King; David C. Hodgins,Comprehensive Psychiatry,779,Cybersecurity
The contagion effects of the COVID-19 pandemic: Evidence from gold and cryptocurrencies,University of Waikato,2020-05-14,Shaen Corbet; Charles Larkin; Brian M. Lucey,Finance research letters,768,Cybersecurity
Effects of COVID-19 on hotel marketing and management: a perspective article,Edith Cowan University,2020-06-23,Yangyang Jiang; Jun Wen,International Journal of Contemporary Hospitality Management,765,Cybersecurity
"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being.",University of Auckland,2020-06-04,Chris G. Sibley; Lara Greaves; Nicole Satherley; Marc Wilson; Nickola C. Overall,American Psychologist,763,Cybersecurity
The Global Macroeconomic Impacts of COVID-19: Seven Scenarios,Australian National University,2020-08-21,Warwick J. McKibbin; Roshen Fernando,Asian Economic Papers,695,Cybersecurity
"NWChem: Past, present, and future",Australian National University,2020-05-11,Edoardo Aprà; Eric J. Bylaska; Wibe A. de Jong; Niranjan Govind; Karol Kowalski,The Journal of Chemical Physics,669,Cybersecurity
Covid‐19: Supporting nurses' psychological and mental health,University of Technology Sydney,2020-04-22,Jill Maben; Jackie Bridges,Journal of Clinical Nursing,664,Cybersecurity
Ethical principles for artificial intelligence in education,Victoria University of Wellington,2022-10-13,Andy Nguyen; Ha Ngan Ngo; Yvonne Hong; Belle Dang; Bich-Phuong Thi Nguyen,Education and Information Technologies,637,Cybersecurity
An Overview of Signal Processing Techniques for Joint Communication and Radar Sensing,University of Technology Sydney,2021-09-16,J. Andrew Zhang; Fan Liu; Christos Masouros; Robert W. Heath; Zhiyong Feng,IEEE Journal of Selected Topics in Signal Processing,621,Cybersecurity
"Future of industry 5.0 in society: human-centric solutions, challenges and prospective research areas",Auckland University of Technology,2022-09-08,Amr Adel,Journal of Cloud Computing Advances Systems and Applications,586,Cybersecurity
"Effectiveness of physical activity interventions for improving depression, anxiety and distress: an overview of systematic reviews",University of South Australia,2023-02-16,Ben Singh; Tim Olds; Rachel Curtis; Dorothea Dumuid; Rosa Virgara,British Journal of Sports Medicine,582,Cybersecurity
A comprehensive guide to the physics and usage of PYTHIA 8.3,Monash University,2022-11-10,Christian Bierlich; Smita Chakraborty; Nishita Desai; Leif Gellersen; Ilkka Helenius,SciPost Physics Codebases,576,Cybersecurity
"Root traits as drivers of plant and ecosystem functioning: current understanding, pitfalls and future research needs",Macquarie University,2020-11-07,Grégoire T. Freschet; Catherine Roumet; Louise H. Comas; Monique Weemstra; A. Glyn Bengough,New Phytologist,536,Cybersecurity
CAFE 5 models variation in evolutionary rates among gene families,University of Auckland,2020-11-30,Fábio K. Mendes; Dan Vanderpool; Ben Fulton; Matthew W. Hahn,Bioinformatics,530,Cybersecurity
"Mastering digital transformation: The nexus between leadership, agility, and digital strategy",Deakin University,2022-03-21,Bader K. AlNuaimi; Sanjay Kumar Singh; Shuang Ren; Pawan Budhwar; Dmitriy Vorobyev,Journal of Business Research,514,Cybersecurity
What factors contribute to the acceptance of artificial intelligence? A systematic review,Queensland University of Technology,2022-12-14,Sage Kelly; Sherrie-Anne Kaye; Óscar Oviedo-Trespalacios,Telematics and Informatics,512,Cybersecurity
A systematic scoping review of sustainable tourism indicators in relation to the sustainable development goals,University of Canterbury,2020-06-24,S. Mostafa Rasoolimanesh; Sundari Ramakrishna; C. Michael Hall; Kourosh Esfandiar; Siamak Seyfi,Journal of Sustainable Tourism,508,Cybersecurity
"Autonomy-supportive teaching: Its malleability, benefits, and potential to improve educational practice",Australian Catholic University,2021-01-02,Johnmarshall Reeve; Sung Hyeon Cheon,Educational Psychologist,499,Cybersecurity
Underestimating the Challenges of Avoiding a Ghastly Future,Flinders University,2021-01-13,Corey J. A. Bradshaw; Paul R. Ehrlich; Andrew J. Beattie; Gerardo Ceballos; Eileen Crist,Frontiers in Conservation Science,495,Cybersecurity
Patient‐reported outcome measures (PROMs): A review of generic and condition‐specific measures and a discussion of trends and issues,Macquarie University,2021-05-05,Kate Churruca; Chiara Pomare; Louise A. Ellis; Janet C. Long; Suzanna B. Henderson,Health Expectations,489,Cybersecurity
Human Rights and Social Work: Towards Rights-Based Practice,Curtin University,2024-12-03,Jim Ife; Karen Soldatić; Linda Briskman,,486,Cybersecurity
Life in the pandemic: Some reflections on nursing in the context of COVID‐19,University of Technology Sydney,2020-03-25,Debra Jackson; Caroline Bradbury‐Jones; Diana Baptiste; Leslie Gelling; Karen H. Morin,Journal of Clinical Nursing,485,Cybersecurity
Methodological Considerations for Studies in Sport and Exercise Science with Women as Participants: A Working Guide for Standards of Practice for Research on Women,Griffith University,2021-03-16,Kirsty J. Elliott‐Sale; Clare Minahan; Xanne Janse de Jonge; Kathryn E. Ackerman; Sarianna Sipilä,Sports Medicine,478,Cybersecurity
Planning experiments: Updated guidance on experimental design and analysis and their reporting III,La Trobe University,2022-06-07,Michael J. Curtis; S P H Alexander; Giuseppe Cirino; Christopher H. George; David A. Kendall,British Journal of Pharmacology,468,Cybersecurity
"A starting guide to root ecology: strengthening ecological concepts and standardising root classification, sampling, processing and trait measurements",Macquarie University,2021-10-05,Grégoire T. Freschet; Loïc Pagès; Colleen M. Iversen; Louise H. Comas; Boris Rewald,New Phytologist,463,Cybersecurity
A production recovery plan in manufacturing supply chains for a high-demand item during COVID-19,University of Technology Sydney,2020-06-19,Sanjoy Kumar Paul; Priyabrata Chowdhury,International Journal of Physical Distribution & Logistics Management,437,Cybersecurity
Improving the translation of search strategies using the Polyglot Search Translator: a randomized controlled trial,Bond University,2020-04-01,Justin Clark; Sharon Sanders; Matt Carter; David Honeyman; Gina Cleo,Journal of the Medical Library Association JMLA,428,Cybersecurity
Association Between Maternal Perinatal Depression and Anxiety and Child and Adolescent Development,Deakin University,2020-09-14,Alana Rogers; Shelley Obst; Samantha Teague; Larissa Rossen; Elizabeth Spry,JAMA Pediatrics,428,Cybersecurity
"Shaping the Metaverse into Reality: A Holistic Multidisciplinary Understanding of Opportunities, Challenges, and Avenues for Future Investigation",Curtin University,2023-02-03,Alex Koohang; Jeretta Horn Nord; Keng‐Boon Ooi; Garry Wei‐Han Tan; Mostafa Al‐Emran,Journal of Computer Information Systems,428,Cybersecurity
The Hong Kong Principles for assessing researchers: Fostering research integrity,Bond University,2020-07-16,David Moher; L.M. Bouter; Sabine Kleinert; Paul Glasziou; MH Sham,PLoS Biology,424,Cybersecurity
Updating guidance for reporting systematic reviews: development of the PRISMA 2020 statement,Monash University,2020-09-14,Matthew J. Page; Joanne E. McKenzie; Patrick M. Bossuyt; Isabelle Boutron; Tammy Hoffmann,,420,Cybersecurity
The case for early identification and intervention of chronic kidney disease: conclusions from a Kidney Disease: Improving Global Outcomes (KDIGO) Controversies Conference,Monash University,2020-10-27,Michael G. Shlipak; Sri Lekha Tummalapalli; L. Ebony Boulware; Morgan E. Grams; Joachim H. Ix,Kidney International,417,Cybersecurity
Federated Learning With Blockchain for Autonomous Vehicles: Analysis and Design Challenges,Deakin University,2020-04-27,Shiva Raj Pokhrel; Jinho Choi,IEEE Transactions on Communications,414,Cybersecurity
"Corporate ESG reporting quantity, quality and performance: Where to now for environmental policy and practice?",Macquarie University,2021-11-24,Susanne Arvidsson; John Dumay,Business Strategy and the Environment,399,Cybersecurity
COVID-19: interim guidance on rehabilitation in the hospital and post-hospital phase from a European Respiratory Society- and American Thoracic Society-coordinated international task force,Monash University,2020-08-13,Martijn A. Spruit; Anne E. Holland; Sally Singh; Thomy Tonia; Kevin C. Wilson,European Respiratory Journal,398,Cybersecurity
"Past, present, and future of customer engagement",Swinburne University of Technology,2021-11-30,Weng Marc Lim; Tareq Rasul; Satish Kumar; Mamun Ala,Journal of Business Research,391,Cybersecurity
MnO<sub>2</sub>‐Based Materials for Environmental Applications,Australian National University,2021-01-14,Ruijie Yang; Yingying Fan; Ruquan Ye; Yuxin Tang; Xiehong Cao,Advanced Materials,388,Cybersecurity
Mental health consequences of COVID-19 media coverage: the need for effective crisis communication practices,Edith Cowan University,2021-01-05,Zhaohui Su; Dean McDonnell; Jun Wen; Metin Kozak; Jaffar Abbas,Globalization and Health,387,Cybersecurity
Coronavirus (covid-19) and entrepreneurship: changing life and work landscape,La Trobe University,2020-07-21,Vanessa Ratten,Journal of Small Business & Entrepreneurship,381,Cybersecurity
Stronger policy required to substantially reduce deaths from PM2.5 pollution in China,Deakin University,2020-03-19,Huanbi Yue; Chunyang He; Qingxu Huang; Dan Yin; Brett A. Bryan,Nature Communications,373,Cybersecurity
Practical and ethical challenges of large language models in education: A systematic scoping review,Monash University,2023-08-06,Lixiang Yan; Lele Sha; Linxuan Zhao; Yuheng Li; Roberto Martínez‐Maldonado,British Journal of Educational Technology,373,Cybersecurity
Human–Autonomy Teaming: A Review and Analysis of the Empirical Literature,Curtin University,2020-10-22,Tom O’Neill; Nathan J. McNeese; Amy H. Barron; Beau G. Schelble,Human Factors The Journal of the Human Factors and Ergonomics Society,371,Cybersecurity
Mapping Internet Celebrity on TikTok: Exploring Attention Economies and Visibility Labours,Curtin University,2020-01-01,Crystal Abidin,Cultural Science Journal,366,Cybersecurity
Understanding Eco-anxiety: A Systematic Scoping Review of Current Literature and Identified Knowledge Gaps,University of New England,2021-08-01,Yumiko Coffey; Navjot Bhullar; Joanne Durkin; Md Shahidul Islam; Kim Usher,The Journal of Climate Change and Health,364,Cybersecurity
The relationship between social support and mental health problems during pregnancy: a systematic review and meta-analysis,University of Technology Sydney,2021-07-28,Asres Bedaso; Jon Adams; Wenbo Peng; David Sibbritt,Reproductive Health,357,Cybersecurity
ENMTools 1.0: an R package for comparative ecological biogeography,University of Auckland,2021-01-19,Dan L. Warren; Nicholas J. Matzke; Marcel Cardillo; John B. Baumgartner; Linda J. Beaumont,Ecography,352,Cybersecurity
Multidimensional tropical forest recovery,University of the Sunshine Coast,2021-12-09,Lourens Poorter; Dylan Craven; Catarina C. Jakovac; Masha T. van der Sande; Lucy Amissah,Science,350,Cybersecurity
Opportunities and Adoption Challenges of AI in the Construction Industry: A PRISMA Review,Queensland University of Technology,2022-03-01,Massimo Regona; Tan Yiğitcanlar; Bo Xia; Rita Yi Man Li,Journal of Open Innovation Technology Market and Complexity,350,Cybersecurity
Identifying industry 5.0 contributions to sustainable development: A strategy roadmap for delivering sustainability values,Edith Cowan University,2022-08-05,Morteza Ghobakhloo; Mohammad Iranmanesh; Muhammad Faraz Mubarak; Mobashar Mubarik; Abderahman Rejeb,Sustainable Production and Consumption,347,Cybersecurity
Mapping citizen science contributions to the UN sustainable development goals,Queensland University of Technology,2020-07-02,Dilek Fraisl; Jillian Campbell; Linda See; Uta Wehn; Joanna M. Wardlaw,Sustainability Science,346,Cybersecurity
The co-evolution of two Chinese mobile short video apps: Parallel platformization of Douyin and TikTok,Queensland University of Technology,2020-08-30,D. Bondy Valdovinos Kaye; Xu Chen; Jing Zeng,Mobile Media & Communication,345,Cybersecurity
